road,education,electricity,internet,employment,poverty,votes
5,4,3,3,7,2,511
8,8,0,3,3,0,521
0,4,7,8,1,9,597
2,9,8,10,4,2,893
2,1,10,6,1,0,421
2,3,1,8,8,6,625
4,10,6,4,0,0,561
3,3,3,4,3,8,563
8,9,9,9,8,10,969
9,4,3,8,3,8,817
1,3,4,1,2,4,327
0,1,2,9,7,8,626
4,9,6,10,0,8,853
5,10,3,9,3,0,742
9,0,0,5,2,10,615
0,0,7,10,5,5,555
4,1,3,5,1,6,461
4,3,0,2,0,2,313
10,6,8,0,10,9,912
5,4,2,0,3,8,491
0,2,8,7,7,9,770
5,3,1,10,6,7,685
4,0,0,6,2,9,459
9,0,5,0,8,2,519
9,7,7,4,9,0,855
9,2,4,9,1,0,607
6,7,5,3,5,2,619
8,4,1,7,4,3,598
1,9,6,9,10,10,986
1,9,9,4,0,3,576
3,6,3,2,4,7,537
4,6,0,5,3,5,494
5,6,2,2,5,0,391
6,2,5,0,8,9,781
0,7,0,9,10,6,808
2,9,3,7,9,8,826
3,6,8,3,0,5,602
10,3,5,6,7,4,768
9,5,7,10,8,4,953
5,1,1,9,9,10,834
6,7,4,5,0,10,740
7,4,2,5,2,10,635
0,8,8,7,4,10,871
8,1,2,9,0,0,489
0,7,3,2,3,1,350
10,3,9,10,10,10,944
4,6,0,1,0,1,329
9,3,7,5,10,3,787
8,5,5,8,4,5,772
7,7,6,7,1,10,952
8,4,9,6,6,10,951
10,5,3,9,10,6,903
10,6,1,2,4,2,653
7,2,6,10,4,6,866
10,7,9,3,4,7,879
3,9,6,10,1,7,798
8,2,9,7,8,3,811
6,10,5,9,10,10,985
10,1,2,1,5,9,728
4,2,8,9,8,1,728
0,1,0,0,6,4,219
1,0,0,0,3,1,153
10,7,3,8,8,9,908
1,10,6,5,0,8,621
7,4,3,2,4,9,703
10,2,4,4,0,1,502
2,0,8,10,3,2,590
5,4,10,3,1,0,628
9,5,7,3,8,1,788
8,3,9,2,8,9,923
10,9,8,1,7,0,742
1,0,2,8,2,5,418
7,1,5,3,5,4,614
1,4,2,2,8,3,463
2,9,4,2,6,6,675
5,7,3,10,9,8,939
4,3,3,1,2,10,576
10,2,10,0,6,4,771
2,9,6,2,1,9,735
9,8,7,4,2,5,757
5,4,6,2,10,8,769
3,3,0,10,5,1,512
8,0,6,10,5,2,747
10,6,6,3,6,3,722
10,4,5,6,3,9,797
5,1,3,10,5,5,646
9,4,10,2,2,9,873
3,3,6,9,8,0,677
6,10,3,2,9,5,820
9,3,3,7,8,0,738
6,4,7,3,3,1,587
7,5,0,6,3,1,522
10,3,4,7,4,4,770
5,1,8,2,7,7,669
8,9,8,5,7,10,941
2,10,3,2,0,4,557
4,5,9,4,8,3,825
2,6,8,7,10,5,880
9,0,0,8,8,0,651
0,0,2,2,10,2,343
0,3,9,9,10,10,920
4,5,3,10,5,9,788
1,3,8,4,4,1,435
3,8,8,8,9,4,920
5,6,6,7,4,7,845
2,5,4,2,3,4,431
10,6,8,3,9,2,869
0,1,4,1,10,10,591
10,8,7,0,7,4,848
2,5,0,2,10,6,543
10,10,4,10,3,2,895
9,10,2,2,8,5,851
4,5,5,1,5,6,575
5,1,9,7,9,5,772
5,6,0,9,0,8,662
5,5,10,2,3,4,659
10,6,2,3,0,0,451
4,8,9,9,1,8,897
8,3,6,1,9,8,773
10,0,2,9,8,10,924
5,10,0,6,6,4,689
6,7,5,0,8,8,749
10,5,9,3,7,10,958
5,5,6,10,9,8,977
3,6,10,8,6,6,846
10,2,8,9,5,8,909
10,0,1,1,7,0,469
2,1,7,8,10,6,751
6,2,0,1,6,4,467
8,5,3,8,2,3,639
1,8,3,8,4,2,641
6,5,9,8,7,8,943
7,7,10,4,2,2,725
8,6,2,6,3,7,797
5,5,4,2,8,3,565
6,3,5,2,2,9,644
10,9,5,0,7,2,702
9,4,1,5,8,8,741
4,3,0,6,7,9,612
3,10,7,1,1,3,577
5,3,6,6,5,1,631
5,5,3,4,0,1,371
9,1,10,10,3,6,883
4,3,6,5,0,6,563
5,4,1,1,1,2,272
8,5,6,4,2,8,825
1,10,4,1,9,7,778
2,1,0,2,9,1,313
6,6,4,10,10,8,914
10,1,10,7,1,5,862
3,0,6,0,10,0,451
5,7,0,9,2,8,781
7,7,6,9,8,10,949
5,5,4,2,9,5,691
7,6,9,4,3,3,711
6,5,5,0,8,4,646
4,8,0,9,4,3,586
10,3,10,4,9,3,836
3,3,6,5,9,3,713
5,6,10,5,2,0,638
9,9,0,5,1,9,698
9,3,6,9,0,9,884
9,9,5,1,6,10,917
9,8,7,5,7,5,962
10,3,7,5,7,9,967
10,0,0,7,0,1,442
1,0,0,0,7,7,317
0,10,9,8,5,0,755
6,9,5,4,6,3,800
2,10,2,1,1,10,535
10,10,2,1,7,9,940
10,7,9,4,3,5,863
7,10,10,0,2,8,900
0,9,7,3,1,5,575
0,7,5,7,6,9,755
5,7,7,5,7,7,953
1,5,0,10,5,6,566
7,8,4,10,0,7,834
5,10,6,6,8,8,989
4,10,10,1,9,5,872
5,4,1,9,5,7,725
6,5,10,3,1,7,768
9,3,8,2,6,1,757
8,3,6,10,1,5,834
3,5,7,8,8,0,699
2,1,5,5,10,6,661
1,10,4,9,10,10,981
9,7,9,2,2,1,749
0,5,9,8,2,0,575
1,5,7,1,0,7,514
8,10,7,2,0,3,675
2,5,6,1,3,8,557
7,6,5,8,8,6,894
9,1,10,3,4,4,677
9,8,6,10,2,5,917
4,4,10,4,0,2,589
10,8,2,6,7,2,734
7,6,7,5,8,3,836
0,4,7,6,0,2,439
1,3,0,0,6,8,473
1,8,1,4,9,5,715
6,4,3,0,0,9,463
6,1,2,0,6,6,430
7,10,9,3,4,7,893
4,2,5,6,0,6,571
0,2,5,8,0,9,586
1,6,10,6,5,7,850
6,3,8,0,6,8,712
9,5,1,7,5,0,703
10,8,8,1,5,4,865
4,7,4,10,6,6,855
0,4,3,10,7,0,528
1,10,6,7,3,10,831
2,3,8,5,3,8,654
8,3,7,10,6,10,905
8,3,6,9,8,0,730
5,4,2,2,2,4,501
8,1,5,0,6,7,657
4,8,8,0,5,7,827
4,3,5,5,3,4,529
1,3,0,10,10,9,769
7,2,2,3,2,8,645
3,7,2,4,2,6,583
4,9,8,4,7,10,977
3,5,1,7,4,0,468
9,5,0,8,10,8,940
1,10,4,1,1,3,394
8,2,9,1,10,9,921
0,2,4,9,7,3,657
8,5,9,1,1,2,541
8,2,10,3,9,0,713
1,6,8,2,7,6,763
2,5,7,9,4,8,850
6,1,4,4,7,4,561
5,10,9,8,4,1,922
7,8,10,0,0,1,584
9,10,2,6,4,3,789
3,9,1,9,3,2,580
6,10,6,9,9,2,930
2,5,8,1,8,5,670
2,10,10,3,0,3,646
10,3,0,4,7,6,696
3,0,3,9,9,7,723
8,4,6,9,2,6,819
1,1,8,3,1,2,346
0,2,10,5,7,6,660
1,10,10,6,10,4,878
2,6,10,6,7,0,725
10,5,10,10,5,4,958
8,9,4,3,6,8,872
0,10,6,4,1,3,556
6,9,3,0,1,1,375
5,3,3,1,10,6,632
1,0,10,9,7,1,598
3,5,5,1,5,10,699
4,8,7,3,3,9,738
8,3,0,2,1,3,393
2,5,5,0,0,7,413
2,9,7,2,10,8,936
4,3,7,2,1,1,334
5,8,10,7,6,2,879
0,3,7,10,10,8,874
0,1,10,5,8,3,663
8,5,8,9,6,2,907
8,1,0,10,0,5,597
10,7,3,5,5,5,781
1,7,10,8,0,10,773
2,0,8,1,2,3,389
10,0,5,7,8,1,709
1,2,7,2,4,5,427
7,9,8,1,2,4,712
9,2,8,6,1,1,626
3,4,0,6,1,10,542
0,5,5,2,7,0,494
10,9,5,6,2,2,849
3,8,5,8,7,1,714
2,2,6,3,2,8,569
2,2,1,5,3,9,504
5,8,2,5,6,8,717
7,2,5,0,3,2,405
2,0,3,3,1,4,338
5,0,2,7,9,0,577
3,10,10,4,5,0,762
4,4,2,2,9,8,697
5,6,1,1,1,0,313
9,2,6,3,10,6,933
5,0,9,7,8,5,807
5,7,3,5,7,4,695
2,0,5,1,1,2,309
6,9,1,1,8,4,665
3,10,3,7,9,10,916
8,7,1,2,5,0,571
7,7,8,6,9,4,1000
7,4,1,6,0,0,349
8,7,3,8,10,3,988
10,0,2,1,9,2,537
8,7,9,0,0,2,650
6,9,7,2,8,0,791
2,3,10,4,2,0,489
2,5,7,5,0,7,592
4,0,7,6,3,4,643
1,4,2,6,8,2,528
9,10,8,4,8,5,945
10,5,3,8,7,6,917
1,5,8,9,4,7,808
4,0,0,3,7,10,548
2,2,1,0,9,10,620
4,7,10,5,10,5,980
4,6,3,6,7,4,718
9,8,1,0,1,0,463
1,3,0,1,10,3,368
2,10,7,0,9,3,748
3,9,7,5,1,8,795
6,5,2,6,6,0,582
7,6,7,0,8,3,765
2,9,4,9,0,2,646
4,9,2,8,7,10,976
3,4,2,8,7,3,628
1,7,1,8,0,6,594
4,9,0,7,8,9,894
7,2,6,9,1,6,654
1,0,10,7,7,4,652
10,0,4,10,8,8,890
10,8,10,2,7,3,915
4,2,2,4,3,10,589
1,5,10,1,9,1,624
9,4,1,6,3,3,636
7,0,9,10,0,9,876
5,3,2,7,0,5,433
3,9,9,0,10,1,795
0,0,7,2,3,3,354
7,0,5,8,3,10,830
10,3,6,7,2,1,649
0,1,7,6,6,1,487
0,1,4,9,7,0,504
3,4,1,10,0,6,509
6,2,8,1,9,0,645
2,3,8,10,4,3,723
3,0,3,9,7,4,586
3,7,4,5,1,2,544
7,8,8,6,2,6,896
8,3,10,9,10,10,938
9,10,0,5,3,3,705
2,8,10,3,8,5,814
4,1,7,0,5,10,636
6,9,9,5,1,5,848
5,3,4,3,6,4,567
10,9,4,6,6,0,840
2,4,1,8,6,7,630
9,7,3,10,5,9,913
6,2,0,5,0,0,263
2,2,10,1,2,6,561
6,9,4,10,4,9,907
2,2,10,8,4,4,690
7,2,4,9,4,5,779
6,10,6,0,5,6,678
4,0,8,4,9,5,677
9,10,8,5,8,6,956
1,6,7,7,1,4,658
7,8,8,5,6,6,893
3,2,3,6,1,8,555
10,4,1,5,5,2,681
3,1,6,1,4,2,417
7,2,9,4,9,5,753
4,2,8,9,5,0,713
8,4,1,2,7,9,714
0,8,6,9,7,9,930
9,0,1,1,8,9,714
8,10,5,3,3,1,729
2,0,9,0,5,9,566
10,2,8,1,6,5,737
4,10,5,5,5,8,872
6,10,5,2,0,0,502
5,5,1,9,1,3,536
0,9,1,8,1,8,634
2,10,3,0,10,8,825
4,2,9,1,9,8,787
7,9,4,8,2,4,694
10,10,5,4,5,9,938
5,10,6,6,2,9,872
2,1,2,8,8,0,420
10,5,6,6,2,10,835
5,2,3,1,6,3,522
9,7,7,8,6,0,859
10,1,0,1,0,0,332
9,3,5,7,0,7,659
4,7,8,3,7,4,842
8,9,0,0,10,6,800
5,6,10,8,5,9,989
0,5,10,1,4,5,565
2,2,0,5,6,1,329
10,0,7,5,8,3,732
1,8,5,1,9,2,640
7,9,1,0,10,3,681
8,8,1,2,5,9,730
10,10,0,5,10,5,845
4,1,10,8,6,7,856
4,0,9,5,9,0,609
5,8,7,6,3,5,817
8,9,0,6,10,9,996
4,6,9,9,3,5,849
0,8,5,3,8,10,800
0,4,7,8,6,9,793
6,5,3,6,3,1,553
1,2,0,9,0,4,400
0,7,0,1,5,6,433
6,7,7,5,8,5,824
2,8,9,1,3,4,653
10,10,2,7,9,0,839
6,9,1,5,3,10,876
1,2,8,1,0,9,424
4,2,3,7,2,10,610
0,5,1,7,1,1,367
1,7,3,8,6,10,757
0,4,8,4,5,10,707
10,0,1,6,4,1,456
6,5,0,3,8,4,645
8,0,8,9,6,2,731
3,7,1,0,8,9,597
10,0,8,0,2,10,746
2,7,8,2,0,9,640
4,2,8,1,0,1,309
10,10,1,9,2,2,809
8,5,6,8,2,3,753
6,0,9,1,5,2,599
0,5,2,2,1,9,396
3,4,3,1,1,10,494
10,2,5,3,6,0,627
7,9,0,3,5,5,651
4,7,10,10,10,0,926
1,2,9,0,2,10,502
7,6,6,4,7,5,888
7,9,1,9,9,7,953
5,0,1,3,0,8,333
6,2,5,4,2,8,653
1,4,3,8,8,2,602
7,1,2,3,3,10,587
6,2,5,1,6,9,692
1,2,0,8,3,8,507
0,3,4,10,5,5,619
2,1,2,6,3,3,363
5,5,0,1,9,3,620
10,6,9,3,5,1,800
10,9,2,3,10,8,942
7,3,7,3,5,10,886
7,0,10,7,4,1,729
8,3,0,0,10,6,636
10,3,5,3,2,2,562
5,6,5,9,7,0,755
2,1,3,2,1,6,355
6,1,9,7,6,3,673
5,8,4,9,7,3,812
1,9,10,2,6,3,687
2,8,6,9,9,0,768
5,6,0,0,2,0,378
6,10,8,2,4,0,702
8,1,0,2,2,9,571
4,9,9,9,5,2,832
3,3,2,10,5,6,683
6,2,1,0,2,5,428
2,4,8,6,2,4,594
7,2,3,8,2,1,463
9,7,10,7,6,2,932
0,3,1,2,6,1,271
1,3,8,2,3,7,602
7,8,1,3,3,3,659
8,1,5,1,4,4,542
9,5,3,1,4,0,432
9,2,5,2,0,8,604
1,2,1,3,5,9,557
3,5,8,6,1,0,559
2,2,4,10,0,9,607
10,9,10,4,10,9,971
7,10,9,2,0,4,784
2,8,7,1,9,0,637
4,0,2,10,8,3,558
7,2,10,3,0,3,578
0,7,3,1,5,9,569
2,9,6,10,1,9,908
4,3,5,4,10,1,665
0,2,0,0,5,1,206
0,7,8,5,6,6,767
5,5,7,8,3,3,668
0,0,5,9,3,0,406
8,4,8,6,4,1,758
3,0,8,5,3,2,551
7,10,4,10,5,0,853
3,9,4,6,7,0,665
2,3,1,1,0,4,336
6,1,10,7,2,1,569
10,6,10,10,10,9,931
4,3,6,3,10,9,819
0,0,9,8,8,10,827
10,6,5,4,10,9,973
8,5,10,5,9,7,970
6,10,7,4,3,6,858
1,1,3,10,3,4,478
2,9,9,10,3,0,778
10,7,3,5,8,1,770
0,0,1,3,10,2,348
2,0,8,9,6,5,697
4,2,6,0,0,4,343
8,0,7,3,7,9,769
0,5,7,0,0,0,271
10,2,4,4,6,1,588
8,7,8,2,8,7,937
3,10,7,5,2,5,697
5,2,0,0,6,2,345
1,0,6,7,0,6,424
5,10,9,0,7,4,801
7,10,9,7,1,7,970
9,5,1,0,7,7,649
3,0,7,10,6,8,763
3,0,3,10,9,4,675
8,2,0,7,2,1,496
4,1,9,10,6,1,705
1,0,0,1,3,10,337
5,7,10,0,3,8,841
8,9,9,5,8,9,930
1,2,6,1,0,9,395
8,8,4,9,10,8,906
7,9,7,4,5,4,835
6,2,4,0,7,4,578
3,3,0,10,6,8,614
3,10,9,1,3,9,784
1,0,5,1,9,8,569
7,3,8,7,2,6,687
3,3,6,2,0,0,342
9,0,3,4,4,4,547
4,10,9,9,6,1,957
9,4,9,1,3,5,646
8,5,0,4,6,0,501
0,7,10,1,7,1,645
9,8,6,5,7,1,889
9,7,1,7,7,4,850
4,3,10,6,1,3,639
9,3,5,4,9,1,723
0,8,8,8,3,3,613
3,8,4,5,4,7,684
8,7,0,4,9,1,664
6,7,10,7,4,5,961
6,3,9,5,10,8,907
9,8,10,7,10,2,912
2,0,0,2,2,7,356
2,10,0,1,2,0,388
5,9,7,9,2,4,829
1,2,2,3,1,6,336
5,1,9,8,7,10,948
6,9,4,9,9,5,904
5,2,10,4,2,9,762
4,5,8,5,10,6,879
9,8,0,10,4,1,739
6,2,6,6,1,9,707
3,5,8,8,7,7,906
8,4,7,7,6,6,875
1,6,1,10,10,5,796
9,10,7,8,8,3,979
0,1,8,5,3,6,608
5,7,4,10,9,4,899
6,1,2,9,9,1,685
3,7,2,6,9,8,873
0,5,10,7,0,9,629
2,6,10,1,10,6,830
2,5,5,5,4,9,752
3,3,4,2,0,3,356
2,1,7,9,6,10,892
2,5,7,4,10,4,722
3,1,0,9,3,5,544
2,2,6,1,2,9,509
7,7,10,10,8,5,907
2,10,4,9,7,7,855
8,8,8,10,2,1,783
7,4,9,3,1,6,665
6,6,0,2,9,7,734
0,0,6,7,5,0,414
3,2,3,5,1,2,306
7,6,1,3,0,2,372
1,9,0,9,1,2,471
6,0,9,2,4,3,556
9,8,8,1,1,9,811
7,3,8,7,10,10,918
8,6,10,1,10,10,932
9,2,0,2,7,5,608
4,0,1,3,4,9,482
10,10,3,5,7,3,897
10,2,8,9,7,6,913
5,2,8,8,10,4,775
9,4,7,9,7,5,998
1,2,3,1,1,3,213
2,8,0,6,8,7,665
7,1,6,1,2,8,615
9,4,9,9,2,6,884
1,1,8,3,4,1,387
1,2,2,0,9,2,335
7,5,7,4,1,9,773
3,8,6,2,3,4,581
1,3,10,2,5,0,420
9,2,0,10,7,9,864
9,10,5,8,10,0,917
10,8,5,5,10,1,889
0,10,9,9,3,5,912
8,1,8,6,0,7,683
4,9,3,2,8,3,675
9,6,9,5,1,8,955
0,4,7,1,9,1,465
9,6,9,10,0,1,804
9,8,10,8,9,9,938
0,9,7,5,1,4,599
4,6,1,2,7,9,641
3,3,10,1,8,2,637
3,2,8,9,8,10,988
5,6,4,3,2,10,763
6,7,4,6,10,0,693
6,1,4,3,5,10,617
8,5,4,2,6,2,608
10,10,10,6,8,0,986
8,5,2,5,1,8,601
7,7,5,4,5,1,634
9,5,6,0,1,4,542
0,7,7,1,2,9,605
6,5,6,6,6,1,698
4,6,2,6,7,6,722
6,4,4,8,8,5,797
2,5,2,4,0,8,514
2,4,9,10,3,9,796
2,3,3,10,8,8,795
4,2,8,1,0,4,435
10,1,0,3,10,8,773
2,1,9,8,0,10,610
9,7,4,10,5,1,831
8,1,8,4,5,4,779
2,10,7,5,4,5,754
6,5,7,7,0,6,769
6,0,10,2,6,5,616
6,3,1,8,3,7,671
7,8,5,4,10,9,916
5,5,5,5,8,4,797
3,9,3,5,10,7,862
8,6,1,6,2,9,826
10,4,4,6,10,9,949
6,9,4,4,2,10,793
3,0,1,0,4,9,300
2,2,1,8,5,0,435
7,10,10,9,8,10,929
3,9,7,0,10,10,895
1,9,10,4,4,4,729
4,1,3,5,9,1,477
9,2,4,8,7,10,927
2,1,7,3,1,10,495
9,3,7,10,10,0,959
8,1,10,5,2,6,774
7,1,7,5,1,0,507
9,7,10,1,7,9,981
3,1,6,1,0,2,294
2,10,7,10,9,9,994
5,8,6,4,10,2,877
6,8,10,0,8,0,767
9,1,6,6,1,0,501
3,5,0,8,5,8,673
1,0,4,9,2,2,445
8,3,9,8,2,10,913
10,6,10,5,8,9,968
7,8,1,4,9,2,722
2,7,8,3,1,9,749
0,7,3,4,6,10,658
4,9,4,10,0,10,856
5,7,10,7,9,6,951
10,9,1,2,9,10,982
9,2,0,0,4,1,399
9,9,10,2,3,6,962
9,6,1,7,5,1,720
1,1,9,2,2,7,534
9,6,10,7,6,10,969
0,3,2,0,2,4,233
3,5,2,4,4,8,667
7,7,3,6,1,7,750
10,2,0,2,5,3,449
9,10,2,2,3,7,716
8,8,2,5,1,4,702
10,6,7,2,1,1,605
3,1,10,4,3,7,652
0,7,8,8,3,9,786
7,2,8,3,5,0,617
8,5,7,5,7,2,800
6,7,3,1,2,10,689
1,7,9,1,4,4,607
8,1,1,7,5,7,685
4,4,10,10,8,1,856
5,0,1,8,2,2,400
6,10,8,0,6,8,855
4,9,5,9,3,10,901
6,6,5,1,10,0,668
3,6,4,8,3,8,739
0,7,8,1,1,5,464
5,9,1,3,9,10,776
1,3,1,3,10,2,417
1,2,4,2,0,8,419
3,9,10,6,6,10,956
0,5,0,7,9,5,595
4,2,0,2,3,4,364
7,8,5,8,0,8,755
0,0,1,10,7,7,635
8,2,6,10,10,2,868
5,0,5,9,5,5,651
5,2,7,4,2,1,461
8,5,7,7,1,0,691
7,9,3,6,8,10,999
5,8,6,6,6,3,746
6,5,10,10,2,6,928
8,2,8,8,0,0,661
3,10,1,0,4,4,500
6,5,8,0,0,8,642
3,9,1,3,1,4,491
6,1,6,0,2,3,362
9,8,5,10,1,1,804
7,1,1,10,4,4,631
8,6,9,8,2,3,911
4,8,7,4,7,5,726
1,4,6,10,0,9,673
8,7,8,2,4,0,716
5,6,1,10,7,7,870
3,7,3,10,9,5,884
1,10,2,6,0,10,682
6,9,5,1,9,8,858
9,3,3,7,3,3,592
4,9,0,2,9,0,610
8,4,9,9,2,5,901
6,4,4,10,9,1,805
1,8,9,8,1,0,604
6,7,2,6,8,7,895
10,6,9,6,1,8,899
0,3,0,10,9,5,683
10,4,7,5,3,5,747
8,4,10,2,3,6,797
10,3,4,0,7,4,732
0,2,4,1,4,10,456
2,2,7,9,5,0,615
8,5,0,5,10,1,626
7,9,5,2,7,7,901
1,4,2,3,6,1,400
2,7,3,6,8,7,787
0,4,10,4,4,2,480
4,9,7,4,4,7,823
9,1,7,9,7,6,960
10,5,10,6,10,1,905
9,7,8,9,5,7,951
1,4,3,0,5,1,300
5,7,4,5,0,7,660
4,2,5,6,5,2,545
2,2,5,0,2,4,338
2,10,9,7,1,8,881
3,10,8,3,10,7,926
6,1,6,4,0,6,535
1,10,10,7,5,10,997
3,7,5,0,8,9,716
7,10,2,5,5,9,857
7,7,6,8,3,7,822
9,7,5,6,10,5,954
0,2,3,1,10,10,667
4,9,3,4,0,1,464
6,0,5,10,1,1,573
5,6,9,2,2,7,627
7,0,1,8,2,5,547
0,0,6,1,6,10,550
6,5,9,4,3,1,673
4,10,2,10,8,2,831
1,0,1,10,8,4,590
1,5,10,6,8,8,935
3,8,8,6,2,4,760
6,5,1,1,0,0,357
7,10,10,0,10,6,913
10,4,8,1,7,8,943
1,3,10,7,4,1,596
3,6,6,5,4,3,628
6,2,1,1,8,2,463
6,2,1,3,7,2,483
3,8,0,7,1,7,631
7,0,4,9,6,7,734
7,2,4,9,10,0,675
6,10,1,8,6,10,908
7,9,3,1,0,6,621
9,2,7,3,9,7,898
1,7,2,9,10,6,828
8,9,6,5,8,4,927
0,6,5,1,9,6,609
7,5,9,3,6,7,802
7,8,3,9,6,7,882
7,5,8,8,4,3,767
7,7,3,7,9,8,901
10,2,8,7,4,10,888
4,0,1,4,7,4,518
6,1,1,5,10,9,781
1,3,10,8,10,8,940
8,0,4,6,5,5,687
8,2,0,9,2,1,514
6,0,0,8,0,1,331
0,7,2,3,4,2,393
0,7,7,9,9,7,838
1,5,5,5,1,9,573
8,1,0,1,7,5,462
3,0,1,2,4,9,480
5,2,9,3,5,7,723
1,1,6,7,5,4,533
5,3,3,6,2,0,453
5,7,8,0,10,0,699
0,2,9,10,7,8,913
5,5,8,7,2,7,771
7,5,9,1,8,5,849
8,8,6,8,5,6,963
7,0,5,8,7,10,855
7,3,7,3,2,8,636
2,5,4,1,10,5,617
5,9,9,9,8,7,968
1,7,8,10,4,5,746
0,4,5,1,10,3,610
9,3,6,1,10,5,710
8,10,6,4,4,6,831
1,1,1,10,3,2,428
6,9,7,2,3,10,857
4,2,3,9,0,10,579
2,8,2,0,9,9,694
1,9,9,8,10,0,815
4,1,5,5,3,8,636
9,2,3,6,4,10,787
5,6,6,10,3,10,936
4,3,1,2,7,9,571
5,9,1,6,1,6,669
7,6,9,3,5,4,725
8,6,2,4,9,6,846
5,6,8,1,8,7,877
1,8,5,5,0,3,450
9,2,7,10,6,4,874
0,8,2,10,6,7,763
6,9,10,8,5,5,931
5,2,4,2,3,9,511
4,1,2,2,7,10,580
6,0,0,1,8,7,490
2,5,6,7,0,9,599
3,4,9,1,6,3,611
8,1,3,5,2,3,477
10,3,4,6,9,4,896
8,7,8,5,7,4,975
4,0,0,4,10,0,419
1,5,5,5,8,5,659
3,6,5,0,10,7,723
0,4,1,2,3,10,426
9,5,8,3,1,1,593
0,3,3,2,4,7,453
1,10,10,3,6,9,892
10,5,2,4,1,7,631
8,8,7,1,6,4,858
7,3,3,8,0,10,767
10,0,4,8,10,7,851
2,0,1,8,5,4,455
0,3,4,0,4,10,474
9,1,5,3,3,3,588
5,3,9,8,0,10,764
3,2,10,7,3,5,664
10,1,4,3,7,0,595
3,3,0,10,7,8,743
2,3,0,9,0,2,419
9,9,8,10,1,8,975
4,0,4,7,7,0,543
1,3,4,0,4,8,530
9,10,1,10,1,6,842
4,5,9,7,5,1,670
10,2,9,10,9,5,967
0,0,6,7,8,6,675
5,3,5,0,3,3,410
8,0,8,1,6,5,561
4,10,4,7,6,5,797
8,0,6,7,3,6,734
10,2,4,9,9,5,952
9,10,6,2,2,9,880
9,7,5,1,1,10,733
0,8,4,9,7,5,713
8,4,7,1,8,10,907
1,10,6,7,5,3,724
5,8,0,3,8,9,743
0,6,3,3,0,6,444
10,6,9,4,3,0,694
2,6,8,3,5,4,607
0,10,3,4,10,6,795
2,6,0,10,9,0,585
2,6,10,10,7,9,954
10,7,4,6,8,1,848
3,8,7,9,0,9,850
3,6,2,8,8,4,777
5,0,2,8,8,1,578
1,8,4,5,1,2,422
5,5,2,1,7,4,565
8,9,9,0,3,9,963
4,2,7,4,9,9,783
6,7,2,10,10,7,972
6,7,10,10,4,2,905
0,0,2,10,9,7,702
1,9,1,0,4,4,520
1,8,7,9,4,6,815
0,5,8,1,7,6,625
3,3,6,1,0,7,392
6,0,3,1,6,4,486
4,2,4,10,3,6,650
9,1,0,10,8,2,753
6,2,2,9,2,5,585
5,1,3,4,10,3,611
3,10,7,4,2,4,669
0,8,0,2,9,2,471
6,0,7,0,10,9,732
8,1,2,8,10,3,723
4,1,2,10,5,8,716
8,0,2,8,5,7,648
5,10,4,7,0,6,830
6,3,0,10,5,7,709
1,2,9,8,9,9,865
10,3,9,7,5,10,946
7,9,5,1,3,9,766
7,9,0,2,2,10,652
0,2,8,8,8,1,623
10,4,9,10,2,5,996
9,0,2,10,9,7,857
4,7,4,5,6,10,806
7,9,8,4,1,1,724
2,8,0,0,5,1,407
7,1,8,5,10,5,878
4,2,7,2,8,9,767
9,9,0,6,5,8,884
2,10,8,2,7,8,825
8,9,5,9,5,4,968
2,5,8,5,7,0,599
0,2,6,10,8,1,700
2,7,6,8,2,4,613
9,5,5,8,7,4,890
6,3,0,8,5,10,714
2,4,2,2,1,5,341
7,4,3,8,1,0,591
4,6,4,4,5,7,753
3,9,7,3,9,3,873
10,7,10,10,9,10,981
2,10,9,5,8,10,903
8,3,4,8,9,5,880
5,1,4,3,7,0,542
4,6,10,5,3,4,670
1,6,10,7,6,7,804
3,6,7,4,6,6,790
4,3,8,10,2,7,783
9,0,8,2,1,6,640
0,1,3,5,3,9,469
5,0,10,6,7,3,656
6,0,1,0,6,4,416
0,4,3,2,3,4,392
10,8,9,5,5,1,804
9,7,7,8,4,1,816
2,3,8,2,9,3,597
4,6,8,5,2,6,698
3,4,6,2,0,5,431
0,5,2,7,8,7,682
3,8,1,2,1,4,435
1,10,5,4,3,6,712
1,1,7,5,3,7,573
6,7,4,5,8,10,859
7,3,2,5,6,8,628
9,10,7,8,10,3,971
9,2,5,5,10,10,862
2,4,3,3,4,4,455
6,10,3,0,8,0,644
9,10,3,3,10,0,757
3,4,2,9,4,8,656
0,5,6,4,10,2,697
9,5,7,5,7,6,848
7,5,5,4,2,8,670
5,0,3,3,2,9,579
6,3,4,4,3,9,665
2,5,7,8,1,4,627
9,4,2,5,1,0,559
5,7,7,7,9,5,921
8,5,9,5,3,9,949
8,4,4,4,7,1,616
5,5,4,1,10,6,717
5,0,5,9,0,1,422
0,10,7,10,6,5,845
5,5,1,6,4,7,665
2,5,0,1,8,7,499
7,5,10,5,6,4,784
2,5,2,3,9,0,523
10,6,2,7,7,4,820
4,4,9,5,10,2,804
8,1,9,1,5,6,749
3,5,8,1,2,8,585
3,3,8,8,10,9,935
1,7,7,0,0,2,322
9,7,5,5,2,0,654
1,0,1,9,7,3,465
4,2,8,0,0,1,329
2,3,10,0,8,0,479
5,7,10,7,5,6,961
4,9,6,9,1,3,703
0,7,0,0,8,3,356
10,7,10,2,6,2,864
